Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Snow,Snow Depth,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Precipitation,Conditions
"Rajgangpur, Rajagangapur(P), Odisha, India",05/19/2019,43.1,27.7,37.4,43.4,0,0,7.6,164,4.9,20.1,29.17,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05/20/2019,42.1,29.9,36.4,44.9,0,0,20.5,137.5,4.2,18.1,35.68,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05/21/2019,42.2,28.2,37.3,45.9,0,0,5.4,167.86,4.5,21.2,34.63,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05/22/2019,44.1,27.1,36.2,45.1,0,0,14.8,194.92,4.5,24.7,37.26,8,Rain
"Rajgangpur, Rajagangapur(P), Odisha, India",05/23/2019,41.1,26.9,36.2,45.3,0,0,11.2,202.5,4.6,25,41.26,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05/24/2019,43.2,29.7,37.5,45.9,0,0,11.2,184.42,4.9,26.8,38.88,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",05/25/2019,45.4,30.2,38,45.8,0,0,11.2,182.89,4.6,33.3,32.72,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",05/26/2019,43.1,28.1,37.8,44.5,0,0,5.4,116.67,4.9,26.4,32.11,4,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",05/27/2019,43.2,30.7,37.7,44.5,0,0,14.8,96.43,4.5,27,36.5,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",05/28/2019,42.9,26.1,33.4,44.4,0,0,20.5,185.77,4.6,37.8,50.49,4.9,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",05/29/2019,41.1,25.4,35.3,44.3,0,0,4.4,192.22,4.8,28.5,43.05,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",05/30/2019,41.1,28.4,36.6,44.9,0,0,7.6,190.67,4.9,7.8,39.49,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",05/31/2019,43.1,26.9,35.3,47.7,0,0,14.8,175.1,4.5,30.7,44.77,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",06-01-2019,42.1,26.7,33.8,46.3,0,0,14.8,203.79,4.9,41.3,50.91,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",06-02-2019,40.1,26.1,33.3,45,0,0,14.8,151.67,4.4,56.8,50.87,0.2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",06-03-2019,34.2,26.7,31.5,37.6,0,0,14.8,180,4.6,49.2,55.23,5,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",06-04-2019,39.1,26.4,33.6,50.6,0,0,14.8,144.69,4.9,32.3,54.68,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",06-05-2019,45.1,28.9,37.8,48.7,0,0,14.8,201.38,4.6,43.5,44.71,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",06-06-2019,41.1,29.7,34.7,48.1,0,0,11.2,125.36,4.6,45,54.23,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",06-07-2019,38.1,28.7,33,47.5,0,0,11.2,90.3,4.1,79.3,59.17,0,Overcast
"Rajgangpur, Rajagangapur(P), Odisha, India",06-08-2019,40.1,25.1,31.3,47.5,0,0,14.8,168.89,4.3,73,68.24,15.2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",06-09-2019,42.1,26.7,35.7,52.4,0,0,11.2,172.4,4.5,8.8,54.18,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",06-10-2019,43.1,29.9,37.5,47.8,0,0,9.4,185.14,4.8,8.3,42.62,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",06-11-2019,44.1,30.2,38.7,47.4,0,0,14.8,190.19,5.1,2.4,36.61,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",06-12-2019,44.7,30.2,38.9,48,0,0,7.6,186.63,4.7,23.4,37.8,0.6,Rain
"Rajgangpur, Rajagangapur(P), Odisha, India",06/13/2019,39.1,27.4,33.5,49.4,0,0,14.8,180.08,4.3,61,58.66,4.4,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",06/14/2019,42.4,28.1,37.2,48.2,0,0,14.8,218.27,5,47.2,42.98,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",06/15/2019,42.4,28.9,36.3,46.5,0,0,14.8,172.73,4.7,57.5,44.96,2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",06/16/2019,40.2,27.4,34.5,46,0,0,9.4,220.18,4.9,53.5,50.9,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",06/17/2019,38.1,26.2,33.1,44.8,0,0,18.4,224.5,4.4,65.9,60.67,11,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",06/18/2019,39.4,27.1,32.1,44.7,0,0,11.2,179.5,4.4,62.2,61.25,4.21,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",06/19/2019,40.4,27.1,34.1,46.1,0,0,9.2,91.5,4.1,44.3,52.43,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",06/20/2019,39.4,26.9,32,44.8,0,0,11.2,98.71,4.2,69,63.24,14.2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",06/21/2019,30.1,24.2,28.2,37.6,0,0,7.6,201.25,4,98.8,82.64,62,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-01-2019,30.1,23.9,26.8,38.1,0,0,7.6,172.5,3.5,92.3,88.7,9,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-02-2019,27.1,25.1,25.9,31.4,0,0,14.8,223.33,2.4,100,96.1,46,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-03-2019,29.1,25.1,26.4,33.7,0,0,11.2,208.64,3.8,99.7,88.13,29,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-04-2019,27.1,24.4,26.1,30.8,0,0,11.2,203.47,3.6,99.3,90.53,12.2,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-05-2019,28.1,25,26.8,33.7,0,0,9.4,207.75,3.3,96.2,89.27,4.4,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-06-2019,26.2,25.1,25.6,32,0,0,16.6,218.27,3.7,99.3,94.11,35.58,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-07-2019,28.1,24.1,26.4,32.1,0,0,16.6,222.06,4.4,92.2,87.92,17,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-08-2019,30.2,25.1,27.8,36.6,0,0,18.4,216.65,4,95.9,85.08,15,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-09-2019,31.1,24.4,28.4,38.3,0,0,16.6,210.94,4.3,88.7,80.7,15,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-10-2019,31.1,25.6,28.6,37.9,0,0,14.8,210.76,4.7,89.2,81.1,0.3,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-11-2019,33.1,27.2,30.4,41.3,0,0,14.8,219,5.1,78.7,72.4,10.6,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07-12-2019,33.1,26,29.8,42.7,0,0,14.8,221.18,4.7,82,77.23,0,Overcast
"Rajgangpur, Rajagangapur(P), Odisha, India",07/13/2019,34.4,27.2,31.6,42.7,0,0,11.2,223.29,4.6,68.5,68.14,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",07/14/2019,35.7,26.7,32.2,42,0,0,14.8,230,5.2,51.8,63.86,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",07/15/2019,36.1,27.7,31.8,44.8,0,0,14.8,225.47,5.1,54.5,62.99,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",07/16/2019,34.1,26.1,28.7,42.1,0,0,7.6,173.91,4,82.5,77.4,19,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/17/2019,35.1,26.1,29.9,42,0,0,7.6,130,4.4,62.1,74.49,2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/18/2019,35.2,25.9,30.1,43.7,0,0,5.2,75.25,4.6,63.5,73.88,2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/19/2019,35.2,25.4,30.9,44.5,0,0,9.4,65.86,4.4,59.2,70.49,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",07/20/2019,34.4,27.1,30.5,42.1,0,0,9.4,97.86,4.4,65.3,72.41,4,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/21/2019,34.2,27.1,31.9,41.2,0,0,7.6,175,4.5,46.9,65.66,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",07/22/2019,35.2,25.1,31.3,44.7,0,0,11.2,164.23,4.5,61.7,69.56,35,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/23/2019,35.1,25.2,31.4,43.5,0,0,7.6,211.08,4.4,54,69.69,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",07/24/2019,34.4,25.2,30.1,42.2,0,0,14.8,186.62,4.5,77.8,73.41,7,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/25/2019,29.1,25.1,26.8,35.8,0,0,14.8,172.75,4.1,83.8,89.57,30,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/26/2019,30.9,25.4,28.2,37,0,0,11.2,204.85,4.6,89.2,80.39,0.3,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/27/2019,30.1,25.7,27.1,36.3,0,0,14.8,188.27,4,96.1,87.07,16.17,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/28/2019,29.4,24.7,27.7,35.8,0,0,3.6,166.67,4.3,99.7,84.56,0.3,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/29/2019,29.4,24.2,26.7,35.8,0,0,11.2,148.43,4.1,95.6,84.41,13.5,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/30/2019,28.1,23.6,25.3,31.4,0,0,14.8,173.29,3.7,99.4,88.04,20.86,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",07/31/2019,26.1,23,24.8,30,0,0,11.2,207.25,3.7,99.3,90.84,13.76,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08-01-2019,26.2,23.8,25.3,31,0,0,7.6,221.67,4,99.7,92.25,6.2,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08-02-2019,31.1,25,27.4,36.7,0,0,24.8,168.45,4.1,95,83.64,6.8,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08-03-2019,28.1,25.4,26.9,32.8,0,0,9.4,217.72,4.5,96.6,86.53,0.5,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08-04-2019,28.1,24.4,26.7,32.3,0,0,11.2,206.5,4.5,98.2,85.01,0,Overcast
"Rajgangpur, Rajagangapur(P), Odisha, India",08-05-2019,32.7,25.3,29.6,43.6,0,0,9.4,217.44,4.6,88.6,77.56,0,Overcast
"Rajgangpur, Rajagangapur(P), Odisha, India",08-06-2019,30.7,26.4,28.2,40,0,0,9.4,199,4.2,96.1,85.99,26,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08-07-2019,32.1,25.1,28.1,39.3,0,0,14.8,203.3,4.2,88.2,84.17,100,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08-08-2019,29.1,24.2,25.9,34.3,0,0,14.8,194.5,4.1,97.5,91.64,102.87,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08-09-2019,32.1,24.8,27.9,38,0,0,14.8,187.79,4.8,79.3,78.57,13,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08-10-2019,32.1,24.7,29,39.3,0,0,11.2,207.12,4.5,72.9,78.57,0.7,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",08-11-2019,30.4,25.9,27.9,37.8,0,0,5.4,195.86,3.8,92.8,88.24,18,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08-12-2019,32.1,24.9,27.3,42.5,0,0,11.2,173.82,3.8,96.1,87.81,94,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/13/2019,29.2,24.7,26.6,36.1,0,0,7.6,175.83,4.1,98.8,91.24,70,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/14/2019,28.1,24,25.9,32.8,0,0,11.2,187.5,4.3,97.9,90.83,21,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/15/2019,32.1,23.7,29.1,38,0,0,11.2,196.38,4.8,69.8,73.28,14,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/16/2019,34.1,26.1,30.4,42.4,0,0,11.2,214.82,4.5,51.2,72.11,11,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/17/2019,33.1,26.5,30.8,42.3,0,0,7.6,201.71,4.5,67.1,73.77,1,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/18/2019,29.1,22.5,26,35.9,0,0,7.6,163.33,4.4,93.5,90.43,95.83,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/19/2019,31.1,24.9,28.3,37.9,0,0,11.2,210.07,4.6,74.5,78.36,11.1,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/20/2019,32.4,25.3,29,40.8,0,0,9.4,183,4.6,74.7,78.61,4,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/21/2019,32.1,24.9,28.8,44,0,0,5.4,183.33,4.3,74.1,82.28,2.45,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/22/2019,32.2,25.8,28.6,40.8,0,0,7.6,153,3.7,83.6,81,0.2,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/23/2019,33.1,25.1,27.5,40.7,0,0,11.2,150,3.7,82.2,84.96,16.27,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/24/2019,31.1,25.4,28,37.9,0,0,3.6,184,3.5,92.4,84.83,88,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/25/2019,30.1,25.2,27.5,36.9,0,0,9.4,177.14,3.5,93,86.33,88,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/26/2019,28.1,24.4,26.6,33.7,0,0,3.6,194.3,4,95.4,90.86,28,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/27/2019,29.3,25.7,27.1,37,0,0,11.2,214.44,4.4,96.3,87.96,0,Overcast
"Rajgangpur, Rajagangapur(P), Odisha, India",08/28/2019,31.1,26.1,28.7,37.9,0,0,9.4,210.44,4.5,77,78.15,0,Overcast
"Rajgangpur, Rajagangapur(P), Odisha, India",08/29/2019,32.1,26.1,28.1,39.3,0,0,7.6,146,3.8,78.9,84.3,21,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/30/2019,32.1,25.7,29.6,41,0,0,1,115,4.4,75.2,78.34,2,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",08/31/2019,33.2,27.1,30,42.3,0,0,5.4,90,4.2,75,77.31,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",09-01-2019,34.2,26.7,31.5,40.7,0,0,1,90,4.6,69.1,67.91,4,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-02-2019,33.1,25.1,29.2,42.3,0,0,1,70,4.4,87.1,79.16,95.8,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-03-2019,33.1,26,29,40.7,0,0,1,90,4.2,93.8,82.08,1,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-04-2019,33.1,26.7,30.2,40.8,0,0,3.6,155.5,4.4,84.6,74.67,2,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-05-2019,32.1,25.9,29.3,42.4,0,0,3.6,63.33,4.6,89.9,79.86,41.3,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-06-2019,30.4,26.7,28.1,37.8,0,0,3.6,50,4.4,92.4,85.19,18,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-07-2019,27.1,26.1,26.6,31.4,0,0,7.6,112,3.5,98.8,91.36,95,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-08-2019,28.2,24.8,26.5,33.3,0,0,11.2,187.33,3.8,98.2,90.25,29.62,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-09-2019,32.1,25.9,28.6,39.3,0,0,11.2,202.75,4.7,78.8,79.93,4,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-10-2019,31.2,26.1,28.1,38.8,0,0,11.2,208.89,4.1,90.3,83.4,14,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-11-2019,30.1,25.7,27.4,37.6,0,0,9.4,182.25,3.8,98.8,88.83,22,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09-12-2019,27.6,24.8,26.3,31.4,0,0,11.2,194.29,4,99.3,90.47,149.94,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09/13/2019,31.1,25.1,27.9,36.7,0,0,11.2,202.38,4.5,90.5,81.76,18,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09/14/2019,32.1,25.7,29.3,39.3,0,0,11.2,211.08,4.8,70.8,76.51,4,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",09/15/2019,33.1,26.7,30.1,42.3,0,0,7.6,188.1,4.4,64.7,75.45,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",09/16/2019,33.1,26.4,29.4,42.3,0,0,3.6,125,4.2,59.7,79.25,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",09/17/2019,33.4,26.1,29.9,40.7,0,0,11.2,96.92,5,42.1,73.51,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",09/18/2019,32.1,25.9,27.9,36.9,0,0,6,61.6,4.5,65.2,81.23,2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",09/19/2019,32.4,25.2,28.2,39.3,0,0,3.6,65.2,4.5,78,79.57,10,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09/20/2019,32.7,25.2,29,38.4,0,0,7.6,156,4.3,65.8,75.81,46,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",09/21/2019,33.6,25.4,29.5,39.2,0,0,4.4,134,4.4,39,72.34,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",09/22/2019,33.1,24.1,29.2,42.8,0,0,5.4,112.75,4.1,62.8,76.32,23,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",09/23/2019,33.1,25.2,28.4,40.7,0,0,11.2,95.5,4.1,82.8,78.86,1.28,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",09/24/2019,31.1,24.9,27,37.2,0,0,7.6,58.29,4.1,84.2,87.14,38.24,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",10-01-2019,32.1,24.7,28.4,39.3,0,0,9.4,207.5,4.4,68.6,79.28,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10-02-2019,32.1,25.2,28.4,39.3,0,0,9.4,175.33,4.1,78.4,79.38,2,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",10-03-2019,32.1,24.1,28.6,36.9,0,0,9.4,207.89,4.9,46.8,73.21,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10-04-2019,31.1,25.1,27.9,37.9,0,0,3.6,115,3.5,62.6,80.33,14,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",10-05-2019,32.2,25.3,29,39.3,0,0,1,90,4.1,37.3,75.02,10,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",10-06-2019,32.1,23.7,26.9,38.3,0,0,5.4,76.67,3.5,63.5,80.29,5,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",10-07-2019,31.1,23.7,25.9,36.7,0,0,7.6,93.33,3.5,84.3,85.47,12.79,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",10-08-2019,30.2,23.1,26,35.5,0,0,14.8,78.33,3.2,93.3,83.54,18,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",10-09-2019,31.1,23.1,27.3,35.6,0,0,1,90,4.1,59.4,78.63,4,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",10-10-2019,31.2,23.7,28.2,36.7,0,0,3.6,66,4.6,36.7,72.7,4,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",10-11-2019,30.2,24.4,27.8,35.2,0,0,3.6,70,4.4,57,77.05,2,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",10-12-2019,31.1,24.1,26.1,35.6,0,0,14.8,96,3.8,66.7,83.4,16,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",10/13/2019,32.1,23.2,27.8,36.9,0,0,3.6,60,4.4,36.3,72.04,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10/14/2019,32.1,22.2,27.7,33.8,0,0,1,90,4.6,10.5,67.09,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",10/15/2019,31.2,22.2,27.9,33.8,0,0,3.6,136,4.3,44.8,66.53,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10/16/2019,31.4,22.7,27.7,34.3,0,0,3.6,97.43,3.7,40.1,71.17,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10/17/2019,31.2,22.7,28.3,35.6,0,0,3.6,55.71,3,44.1,72.67,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10/18/2019,31.1,24.4,26.9,35.6,0,0,11.2,66,3.9,67.9,79.46,2.34,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",10/19/2019,31.2,23.4,28.2,36.4,0,0,3.6,106.4,4.4,50.5,73.18,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10/20/2019,31.1,24.1,27.9,36,0,0,7.6,63.33,3.7,68.9,76.03,9,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",10/21/2019,31.1,23.3,27.2,35.6,0,0,3.6,116.4,4,66.9,79.32,32,"Rain, Partially cloudy"
"Rajgangpur, Rajagangapur(P), Odisha, India",10/22/2019,31.1,24.1,28,35.2,0,0,1.8,53.67,4.2,59.3,75.28,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10/23/2019,29.2,23.7,25.8,33.1,0,0,9.4,57.64,3.6,94.4,85.35,2.66,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",10/24/2019,24.5,21.7,22.8,31,0,0,5.4,52.75,3,99.4,92.75,42,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",10/25/2019,24,20.2,22,31,0,0,5.4,50,4.2,96.6,88.35,29,"Rain, Overcast"
"Rajgangpur, Rajagangapur(P), Odisha, India",10/26/2019,27.1,20.1,23.9,28.9,0,0,1.8,147.43,4.6,86.4,81.64,0,Overcast
"Rajgangpur, Rajagangapur(P), Odisha, India",10/27/2019,30.1,22.7,26.8,33.8,0,0,3.6,63.33,4.9,50.2,75.1,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10/28/2019,30.2,22.2,27.2,34.3,0,0,1.8,62.4,4.3,29,74.1,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10/29/2019,31.2,22.9,27.7,36,0,0,3.6,82,3.9,27.3,73.75,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",10/30/2019,31.4,23.2,27.4,35.6,0,0,1.8,182.5,3.3,17.5,73.81,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",10/31/2019,31.9,20.2,27.2,33.1,0,0,3.6,70,2.9,1.8,67.46,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",11-01-2019,31.1,22.2,26.7,34.7,0,0,5.4,66,2.2,35.3,72.53,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",11-02-2019,31.4,21.1,26.6,33.1,0,0,1,90,2.6,16.6,64.51,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",11-03-2019,31.1,20.9,26.4,32.5,0,0,1.8,140,2.6,27.3,69.21,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",11-04-2019,31.7,22.1,26.9,33.8,0,0,1,90,2.2,0,71.38,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",11-05-2019,31.4,21.9,26.9,33.3,0,0,1.8,63.33,2.2,18.2,67.82,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",11-06-2019,30.1,20.1,25.3,30.6,0,0,1,90,2.2,4.3,67.69,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",11-07-2019,28.1,20.7,24.7,28.2,0,0,3.6,61.43,2.1,25.6,59.16,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",11-08-2019,27.1,17.7,23.9,28,0,0,7.6,58,2.1,66.3,66.94,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",11-09-2019,28.1,20.2,25.1,30.2,0,0,5.4,101.67,2.9,87.2,72.64,0,Overcast
"Rajgangpur, Rajagangapur(P), Odisha, India",11-10-2019,31.1,20.2,26.7,32.6,0,0,5.4,47.75,4.4,45.5,67.47,0,Partially cloudy
"Rajgangpur, Rajagangapur(P), Odisha, India",11-11-2019,30.9,19.4,25.6,31,0,0,1.8,120,2.9,8.3,62.76,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",11-12-2019,28.9,17.2,24.3,28.5,0,0,1.8,74,3,0,60.72,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",11/13/2019,29.7,17.1,24.5,29.5,0,0,1.8,76.67,2.9,0,62.75,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",11/14/2019,28.7,17.2,23.7,28.6,0,0,1.8,76.67,2.8,0,64.46,0,Clear
"Rajgangpur, Rajagangapur(P), Odisha, India",11/15/2019,29.7,16.1,24.1,29.4,0,0,1.8,66,2.4,0,60.97,0,Clear
